sample_id,ai_chrom_index,uid,n_ai_peaks,n_ignored_weak,n_review_required,channel_alert_level,random_order
test3_41,323.0,flutolanil-1,1,0,0,GREEN,888
test3_43,248.0,azinphos-methyl-2,1,0,0,GREEN,889
test3_33,2.0,methamidophos-2,2,1,1,YELLOW,890
test3_3,45.0,imidaclothiz-1,4,0,4,RED,891
test3_23,104.0,phosphamidon-2,1,0,0,GREEN,892
test3_51,588.0,fenaminstrobin-2,1,0,0,GREEN,893
test3_48,130.0,propoxur-2,1,0,0,GREEN,894
test3_39,266.0,propanil-2,1,0,0,GREEN,895
test3_15,520.0,phosalone-2,1,0,0,GREEN,896
test3_45,298.0,flurtamone-2,1,0,0,GREEN,897
test3_32,397.0,propisochlor-1,2,1,0,GREEN,898
test3_45,522.0,prochloraz-2,1,0,0,GREEN,899
test3_8,52.0,3-hydroxy carbofuran-2,2,0,1,RED,900
test3_21,180.0,disulfoton sulfoxide-2,1,0,0,GREEN,901
test3_34,116.0,dichlorvos-2,1,0,0,GREEN,902
test3_51,119.0,thiophanate-methyl-1,1,0,0,GREEN,903
test3_30,531.0,benzoximate-1,1,0,0,GREEN,904
test3_32,366.0,fenhexamid-2,1,0,1,YELLOW,905
test3_56,604.0,oxyfluorfen-2,1,0,0,GREEN,906
test3_26,666.0,propargite-2,2,0,1,RED,907
test3_54,397.0,propisochlor-1,2,1,0,GREEN,908
test3_28,151.0,fenamiphos sulfoxide-1,1,0,0,GREEN,909
test3_42,608.0,sethoxydim-2,1,0,1,YELLOW,910
test3_33,227.0,fenpropidin-1,1,0,0,GREEN,911
test3_33,630.0,Picolinafen-2,1,0,0,GREEN,912
test3_14,308.0,propyzamide-2,1,0,1,YELLOW,913
test3_37,361.0,triazophos-1,2,0,1,RED,914
test3_32,220.0,isoxaflutole-2,1,0,0,GREEN,915
test3_38,244.0,flumorph-2,1,0,0,GREEN,916
test3_36,152.0,fenamiphos sulfoxide-2,1,0,0,GREEN,917
test3_16,602.0,teflubenzuron-2,4,0,4,RED,918
test3_31,171.0,penoxsulam-1,1,0,0,GREEN,919
test3_52,434.0,rotenone-2,1,0,0,GREEN,920
test3_40,14.0,dinotefuran-2,1,0,0,GREEN,921
test3_38,21.0,demeton-S-methyl-sulfone-1,1,0,0,GREEN,922
test3_13,592.0,fenoxaprop-P-ethyl-2,1,0,0,GREEN,923
test3_7,455.0,etrimfos-1,2,0,1,RED,924
test3_22,315.0,paclobutrazol-1,2,0,2,RED,925
test3_51,646.0,pendimethalin-2,1,0,0,GREEN,926
test3_9,676.0,Proquinazid-2,1,0,0,GREEN,927
test3_56,337.0,prometryn-1,1,0,0,GREEN,928
test3_31,362.0,triazophos-2,1,0,0,GREEN,929
test3_6,661.0,butralin-1,1,0,0,GREEN,930
test3_9,278.0,terbufos sulfone-2,1,0,1,YELLOW,931
test3_11,650.0,hexythiazox-2,1,0,0,GREEN,932
test3_5,404.0,spirotetramat-2,1,0,1,YELLOW,933
test3_11,458.0,picoxystrobin-2,3,0,3,RED,934
test3_50,489.0,anilofos-1,1,0,0,GREEN,935
test3_29,346.0,sedaxane-2,2,0,1,RED,936
test3_28,518.0,chlorpyrifos-methyl-2,2,0,1,RED,937
test3_22,89.0,fensulfothion oxon sulfone-1,1,0,0,GREEN,938
test3_3,303.0,pyrisoxazole-1,2,0,1,RED,939
test3_40,378.0,fenarimol-2,1,0,0,GREEN,940
test3_43,635.0,chlorpyrifos-1,1,0,0,GREEN,941
test3_15,254.0,chlorantraniliprole-2,1,0,0,GREEN,942
test3_27,373.0,triticonazole-1,1,0,0,GREEN,943
test3_15,352.0,pyrazosulfuron-ethyl-2,1,0,0,GREEN,944
test3_47,504.0,flubendiamide-2,2,1,0,GREEN,945
test3_19,617.0,fluazifop-1,1,0,0,GREEN,946
test3_48,313.0,molinate-1,1,0,0,GREEN,947
test3_14,609.0,cyflumetofen-1,5,2,2,RED,948
test3_55,56.0,carbendazim-2,2,0,1,RED,949
test3_29,588.0,fenaminstrobin-2,1,0,0,GREEN,950
test3_34,693.0,methoprene-1,1,0,0,GREEN,951
test3_13,664.0,flumetralin-2,2,0,1,RED,952
test3_31,405.0,epoxiconazole-1,1,0,0,GREEN,953
test3_35,529.0,pyraclostrobin-1,1,0,0,GREEN,954
test3_7,414.0,thifluzamide-2,1,0,0,GREEN,955
test3_13,567.0,amisulbrom-1,2,0,1,RED,956
test3_35,502.0,tolclofos-methyl-2,1,0,0,GREEN,957
test3_10,591.0,fenoxaprop-P-ethyl-1,1,0,0,GREEN,958
test3_12,622.0,furathiocarb-2,1,0,0,GREEN,959
test3_37,509.0,pyrimorph-1,1,0,0,GREEN,960
test3_31,105.0,triflumizole metabolite FM-6-1-1,1,0,0,GREEN,961
test3_19,499.0,pyraflufen-ethyl-1,1,0,0,GREEN,962
test3_30,89.0,fensulfothion oxon sulfone-1,1,0,0,GREEN,963
test3_43,684.0,spirodiclofen-2,1,0,0,GREEN,964
test3_39,264.0,linuron-2,1,0,0,GREEN,965
test3_18,186.0,isoprocarb-2,1,0,0,GREEN,966
test3_38,441.0,chlorbenzuron-1,1,0,0,GREEN,967
test3_32,501.0,tolclofos-methyl-1,1,0,0,GREEN,968
test3_15,606.0,novaluron-2,1,0,0,GREEN,969
test3_36,359.0,propyrisulfuron-1,1,0,0,GREEN,970
test3_16,137.0,simazine-1,1,0,0,GREEN,971
test3_34,321.0,fluopicolide-1,1,0,0,GREEN,972
test3_55,616.0,metamifop-2,1,0,0,GREEN,973
test3_32,427.0,parathion-1,1,0,0,GREEN,974
test3_30,281.0,ethofumesate-1,1,0,0,GREEN,975
test3_26,232.0,clethodim sulfone-2,2,1,0,GREEN,976
test3_41,75.0,thiacloprid-1,1,0,0,GREEN,977
test3_15,2.0,methamidophos-2,3,0,3,RED,978
test3_28,535.0,bifenox-1,1,0,0,GREEN,979
test3_25,235.0,methidathion-1,1,0,0,GREEN,980
test3_8,103.0,phosphamidon-1,1,0,1,YELLOW,981
test3_15,345.0,sedaxane-1,2,0,1,RED,982
test3_13,347.0,triadimenol-1,1,0,0,GREEN,983
test3_19,47.0,methiocarb sulfoxide-1,1,0,0,GREEN,984
test3_56,90.0,fensulfothion oxon sulfone-2,1,0,0,GREEN,985
test3_28,703.0,ivermectin B1a-1,1,0,0,GREEN,986
test3_4,550.0,difenoconazole-2,1,0,0,GREEN,987
test3_53,669.0,etoxazole-1,1,0,0,GREEN,988
test3_37,36.0,spirotetramat-enol-2,1,0,0,GREEN,989
test3_43,169.0,cyantraniliprole-1,1,0,0,GREEN,990
test3_30,343.0,triadimefon-1,1,0,0,GREEN,991
test3_31,332.0,malathion-2,1,0,0,GREEN,992
test3_40,440.0,quinalphos-2,1,0,0,GREEN,993
test3_28,188.0,disulfoton sulfone-2,1,0,0,GREEN,994
test3_46,101.0,metolcarb-1,1,0,0,GREEN,995
test3_3,368.0,methoxyfenozide-2,3,0,3,RED,996
test3_6,241.0,metazosulfuron-1,1,0,0,GREEN,997
test3_8,46.0,imidaclothiz-2,1,0,1,YELLOW,998
test3_40,118.0,triasulfuron-2,1,0,0,GREEN,999
test3_11,166.0,fenthion sulfone-2,2,0,1,RED,1000
test3_19,591.0,fenoxaprop-P-ethyl-1,1,0,0,GREEN,1001
test3_31,648.0,metaflumizone-2,1,0,0,GREEN,1002
test3_9,465.0,tebuconazole-1,2,0,1,RED,1003
test3_31,605.0,novaluron-1,1,0,0,GREEN,1004
test3_55,534.0,metrafenone-2,1,0,0,GREEN,1005
test3_35,692.0,tau-fluvalinate-2,2,1,0,GREEN,1006
test3_11,421.0,fenoxanil-1,1,0,0,GREEN,1007
test3_9,387.0,napropamide-1,2,0,1,RED,1008
test3_43,631.0,tolfenpyrad-1,1,0,0,GREEN,1009
test3_13,395.0,metolachlor-1,1,0,0,GREEN,1010
test3_53,389.0,ethoprophos-1,1,0,0,GREEN,1011
test3_29,244.0,flumorph-2,1,0,0,GREEN,1012
test3_40,650.0,hexythiazox-2,1,0,0,GREEN,1013
test3_31,511.0,coumaphos-1,1,0,0,GREEN,1014
test3_13,228.0,fenpropidin-2,2,1,0,GREEN,1015
test3_4,219.0,isoxaflutole-1,1,0,0,GREEN,1016
test3_46,250.0,phenmedipham-2,1,0,0,GREEN,1017
test3_9,102.0,metolcarb-2,3,0,3,RED,1018
test3_41,577.0,pretilachlor-1,1,0,0,GREEN,1019
test3_6,329.0,mepronil-1,1,0,0,GREEN,1020
test3_35,695.0,etofenprox-1,1,0,0,GREEN,1021
test3_20,595.0,terbufos-1,1,0,1,YELLOW,1022
test3_24,225.0,orthosulfamuron-1,1,0,0,GREEN,1023
test3_30,289.0,fenamidone-1,1,0,0,GREEN,1024
test3_23,670.0,etoxazole-2,1,0,0,GREEN,1025
test3_45,593.0,quizalofop-ethyl-1,1,0,0,GREEN,1026
test3_26,652.0,tralkoxydim-2,1,0,1,YELLOW,1027
test3_26,541.0,pyraoxystrobin-1,2,0,1,RED,1028
test3_48,129.0,propoxur-1,1,0,0,GREEN,1029
test3_55,661.0,butralin-1,1,0,0,GREEN,1030
test3_9,343.0,triadimefon-1,1,0,0,GREEN,1031
test3_11,363.0,pyridaphenthion-1,1,0,0,GREEN,1032
test3_28,291.0,fenpropimorph-1,1,0,0,GREEN,1033
test3_18,516.0,oxadiargyl-2,1,0,0,GREEN,1034
test3_31,458.0,picoxystrobin-2,3,2,0,GREEN,1035
test3_27,63.0,metamitron-1,1,0,0,GREEN,1036
test3_51,578.0,pretilachlor-2,1,0,0,GREEN,1037
test3_5,585.0,pyrethrins II-1,4,1,2,RED,1038
test3_46,429.0,flusilazole-1,1,0,0,GREEN,1039
test3_53,167.0,pirimicarb-1,1,0,0,GREEN,1040
test3_39,482.0,penthiopyrad-2,1,0,0,GREEN,1041
test3_33,7.0,omethoate-1,1,0,0,GREEN,1042
test3_43,340.0,ethoxysulfuron-2,1,0,0,GREEN,1043
test3_42,101.0,metolcarb-1,1,0,0,GREEN,1044
test3_49,355.0,mefenacet-1,1,0,0,GREEN,1045
test3_23,133.0,metribuzin-1,1,0,0,GREEN,1046
test3_20,693.0,methoprene-1,2,0,1,RED,1047
test3_52,641.0,spinetoram L-1,1,0,0,GREEN,1048
test3_23,401.0,cyazofamid-1,1,0,0,GREEN,1049
test3_32,369.0,fenpyrazamine-1,1,0,0,GREEN,1050
test3_3,156.0,tebuthiuron-2,1,0,1,YELLOW,1051
test3_5,432.0,fenamiphos-2,1,0,0,GREEN,1052
test3_46,389.0,ethoprophos-1,1,0,0,GREEN,1053
test3_50,592.0,fenoxaprop-P-ethyl-2,1,0,0,GREEN,1054
test3_30,406.0,epoxiconazole-2,1,0,0,GREEN,1055
test3_21,113.0,thifensulfuron-methyl-1,1,0,0,GREEN,1056
test3_28,125.0,bendiocarb-1,1,0,0,GREEN,1057
test3_52,87.0,phosfolan-1,1,0,0,GREEN,1058
test3_30,90.0,fensulfothion oxon sulfone-2,1,0,0,GREEN,1059
test3_21,374.0,triticonazole-2,2,1,0,GREEN,1060
test3_34,344.0,triadimefon-2,1,0,0,GREEN,1061
test3_35,413.0,thifluzamide-1,1,0,0,GREEN,1062
test3_3,594.0,quizalofop-ethyl-2,1,0,0,GREEN,1063
test3_19,113.0,thifensulfuron-methyl-1,1,0,0,GREEN,1064
test3_13,691.0,tau-fluvalinate-1,2,0,1,RED,1065
test3_11,300.0,ethiprole-2,1,0,0,GREEN,1066
test3_19,432.0,fenamiphos-2,1,0,0,GREEN,1067
test3_31,550.0,difenoconazole-2,1,0,0,GREEN,1068
test3_7,432.0,fenamiphos-2,1,0,0,GREEN,1069
test3_3,362.0,triazophos-2,1,0,0,GREEN,1070
test3_36,224.0,metalaxyl-2,1,0,0,GREEN,1071
test3_19,551.0,cadusafos-1,1,0,0,GREEN,1072
test3_52,156.0,tebuthiuron-2,1,0,0,GREEN,1073
test3_35,303.0,pyrisoxazole-1,2,0,1,RED,1074
test3_34,427.0,parathion-1,1,0,0,GREEN,1075
test3_36,380.0,acetochlor-2,1,0,0,GREEN,1076
test3_5,130.0,propoxur-2,1,0,1,YELLOW,1077
test3_8,214.0,forchlorfenuron-2,1,0,0,GREEN,1078
test3_56,358.0,isazofos-2,1,0,0,GREEN,1079
test3_9,122.0,phenamacril-2,2,0,2,RED,1080
test3_33,644.0,ethion-2,1,0,0,GREEN,1081
test3_11,511.0,coumaphos-1,1,0,0,GREEN,1082
test3_6,86.0,fensulfothion oxon-2,2,0,2,RED,1083
test3_17,342.0,procymidone-2,2,0,1,RED,1084
test3_20,381.0,alachlor-1,1,0,0,GREEN,1085
test3_51,577.0,pretilachlor-1,1,0,0,GREEN,1086
test3_19,336.0,mandipropamid-2,1,0,0,GREEN,1087
test3_54,13.0,dinotefuran-1,1,0,0,GREEN,1088
test3_12,485.0,hexaconazole-1,1,0,0,GREEN,1089
test3_35,204.0,isoproturon-2,1,0,0,GREEN,1090
test3_25,504.0,flubendiamide-2,4,0,4,RED,1091
test3_47,356.0,mefenacet-2,1,0,0,GREEN,1092
test3_13,138.0,simazine-2,3,1,1,RED,1093
test3_23,102.0,metolcarb-2,1,0,1,YELLOW,1094
test3_23,403.0,spirotetramat-1,1,0,0,GREEN,1095
test3_28,645.0,pendimethalin-1,1,0,0,GREEN,1096
test3_50,412.0,uniconazole-2,2,0,1,RED,1097
test3_10,315.0,paclobutrazol-1,2,0,1,RED,1098
test3_14,648.0,metaflumizone-2,1,0,0,GREEN,1099
test3_16,11.0,aldicarb sulfoxide-1,3,0,2,RED,1100
test3_34,480.0,zoxamide-2,1,0,0,GREEN,1101
test3_45,213.0,forchlorfenuron-1,1,0,0,GREEN,1102
test3_29,278.0,terbufos sulfone-2,2,0,1,RED,1103
test3_15,241.0,metazosulfuron-1,1,0,0,GREEN,1104
test3_11,101.0,metolcarb-1,2,0,2,RED,1105
test3_4,104.0,phosphamidon-2,2,0,1,RED,1106
test3_40,136.0,carbofuran-2,1,0,0,GREEN,1107
test3_7,371.0,fluopyram-1,1,0,0,GREEN,1108
test3_38,356.0,mefenacet-2,1,0,0,GREEN,1109
test3_16,408.0,chromafenozide-2,4,2,1,RED,1110
test3_22,601.0,teflubenzuron-1,3,0,3,RED,1111
test3_29,441.0,chlorbenzuron-1,1,0,0,GREEN,1112
test3_46,594.0,quizalofop-ethyl-2,1,0,0,GREEN,1113
test3_25,500.0,pyraflufen-ethyl-2,1,0,0,GREEN,1114
test3_7,415.0,fenbuconazole-1,1,0,0,GREEN,1115
test3_51,464.0,tebufenozide-2,1,0,0,GREEN,1116
test3_15,412.0,uniconazole-2,2,0,1,RED,1117
test3_42,416.0,fenbuconazole-2,1,0,0,GREEN,1118
test3_22,20.0,oxydemeton-methyl-2,2,0,2,RED,1119
test3_19,59.0,trichlorfon-1,1,0,1,YELLOW,1120
test3_11,625.0,propaquizafop-1,1,0,0,GREEN,1121
test3_43,314.0,molinate-2,1,0,0,GREEN,1122
test3_26,397.0,propisochlor-1,2,1,0,GREEN,1123
test3_9,94.0,thiabendazole-2,1,0,0,GREEN,1124
test3_3,272.0,pyriftalid-2,1,0,0,GREEN,1125
test3_29,208.0,metazachlor-2,1,0,0,GREEN,1126
test3_55,295.0,terbuthylazine-1,1,0,0,GREEN,1127
test3_44,637.0,piperonyl butoxide-1,1,0,0,GREEN,1128
test3_21,610.0,cyflumetofen-2,1,0,0,GREEN,1129
test3_30,168.0,pirimicarb-2,1,0,0,GREEN,1130
test3_52,86.0,fensulfothion oxon-2,1,0,0,GREEN,1131
test3_16,482.0,penthiopyrad-2,1,0,0,GREEN,1132
test3_33,33.0,dicrotophos-1,1,0,0,GREEN,1133
test3_28,95.0,formothion-1,1,0,0,GREEN,1134
test3_5,89.0,fensulfothion oxon sulfone-1,1,0,0,GREEN,1135
test3_30,671.0,fenpropathrin-1,1,0,0,GREEN,1136
test3_55,60.0,trichlorfon-2,1,0,0,GREEN,1137
test3_37,536.0,bifenox-2,2,0,2,RED,1138
test3_45,46.0,imidaclothiz-2,1,0,0,GREEN,1139
test3_56,544.0,dimepiperate-2,1,0,0,GREEN,1140
test3_34,388.0,napropamide-2,1,0,0,GREEN,1141
test3_42,130.0,propoxur-2,1,0,0,GREEN,1142
test3_26,32.0,phosfolan-methyl-2,1,0,0,GREEN,1143
test3_47,306.0,boscalid-2,1,0,0,GREEN,1144
test3_20,598.0,oxaziclomefone-2,1,0,0,GREEN,1145
test3_21,206.0,diuron-2,1,0,0,GREEN,1146
test3_7,54.0,diethyl aminoethyl hexanoate-2,1,0,0,GREEN,1147
test3_40,4.0,propamocarb-2,1,0,0,GREEN,1148
test3_16,362.0,triazophos-2,1,0,0,GREEN,1149
test3_28,10.0,oxamyl oxime-2,1,0,0,GREEN,1150
test3_33,684.0,spirodiclofen-2,1,0,0,GREEN,1151
test3_47,556.0,spinosad A-2,1,0,0,GREEN,1152
test3_48,586.0,pyrethrins II-2,1,0,0,GREEN,1153
test3_17,9.0,oxamyl oxime-1,1,0,0,GREEN,1154
test3_30,50.0,vamidothion-2,1,0,0,GREEN,1155
test3_14,492.0,propiconazole-2,1,0,0,GREEN,1156
test3_45,433.0,rotenone-1,1,0,0,GREEN,1157
test3_52,435.0,dimoxystrobin-1,1,0,0,GREEN,1158
test3_20,233.0,fensulfothion sulfone-1,1,0,0,GREEN,1159
test3_9,462.0,fonofos-2,1,0,0,GREEN,1160
test3_43,223.0,metalaxyl-1,1,0,0,GREEN,1161
test3_47,91.0,tricyclazole-1,1,0,0,GREEN,1162
test3_51,83.0,florasulam-1,1,0,1,YELLOW,1163
test3_45,638.0,piperonyl butoxide-2,1,0,0,GREEN,1164
test3_39,326.0,chlorimuron-ethyl-2,1,0,0,GREEN,1165
test3_14,309.0,azoxystrobin-1,1,0,0,GREEN,1166
test3_38,689.0,bioresmethrin-1,1,0,0,GREEN,1167
test3_43,82.0,pirimicarb-desmethyl-2,1,0,0,GREEN,1168
test3_44,311.0,chlorpropham-1,1,0,0,GREEN,1169
test3_55,631.0,tolfenpyrad-1,1,0,0,GREEN,1170
test3_12,602.0,teflubenzuron-2,5,0,5,RED,1171
test3_38,519.0,phosalone-1,1,0,0,GREEN,1172
test3_28,410.0,cyproconazole-2,2,0,1,RED,1173
test3_24,452.0,phenthoate-2,2,0,1,RED,1174
test3_55,587.0,fenaminstrobin-1,1,0,0,GREEN,1175
test3_35,277.0,terbufos sulfone-1,1,0,0,GREEN,1176
test3_37,229.0,iodosulfuron-methyl-sodium-1,1,0,0,GREEN,1177
test3_52,381.0,alachlor-1,1,0,0,GREEN,1178
test3_28,126.0,bendiocarb-2,2,1,0,GREEN,1179
test3_7,506.0,metconazole-2,1,0,0,GREEN,1180
test3_3,73.0,demeton-S-sulfone-1,1,0,0,GREEN,1181
test3_50,216.0,tribenuron-methyl-2,1,0,0,GREEN,1182
test3_11,576.0,butachlor-2,6,4,1,RED,1183
test3_26,578.0,pretilachlor-2,1,0,0,GREEN,1184
test3_40,301.0,halosulfuron-methyl-1,1,0,0,GREEN,1185
test3_23,74.0,demeton-S-sulfone-2,1,0,0,GREEN,1186
test3_50,564.0,ipconazole-2,2,0,1,RED,1187
test3_39,585.0,pyrethrins II-1,1,0,0,GREEN,1188
test3_9,298.0,flurtamone-2,1,0,0,GREEN,1189
test3_21,295.0,terbuthylazine-1,1,0,0,GREEN,1190
test3_46,587.0,fenaminstrobin-1,1,0,0,GREEN,1191
test3_53,500.0,pyraflufen-ethyl-2,1,0,0,GREEN,1192
test3_25,265.0,propanil-1,1,0,0,GREEN,1193
test3_46,31.0,phosfolan-methyl-1,1,0,0,GREEN,1194
test3_21,133.0,metribuzin-1,1,0,0,GREEN,1195
test3_30,566.0,triflumizole-2,1,0,0,GREEN,1196
test3_30,179.0,disulfoton sulfoxide-1,1,0,0,GREEN,1197
test3_29,603.0,oxyfluorfen-1,2,1,0,GREEN,1198
test3_26,439.0,quinalphos-1,1,0,0,GREEN,1199
test3_18,280.0,methiocarb-2,1,0,0,GREEN,1200
test3_48,260.0,fenobucarb-2,1,0,0,GREEN,1201
test3_50,377.0,fenarimol-1,1,0,0,GREEN,1202
test3_35,88.0,phosfolan-2,1,0,0,GREEN,1203
test3_21,7.0,omethoate-1,1,0,0,GREEN,1204
test3_4,664.0,flumetralin-2,4,2,1,RED,1205
test3_46,450.0,Diclobutrazol-2,3,0,2,RED,1206
test3_7,278.0,terbufos sulfone-2,1,0,1,RED,1207
test3_44,116.0,dichlorvos-2,1,0,0,GREEN,1208
test3_4,480.0,zoxamide-2,2,0,1,RED,1209
test3_4,200.0,tritosulfuron-2,3,0,3,RED,1210
test3_16,400.0,diflubenzuron-2,2,0,1,RED,1211
test3_23,442.0,chlorbenzuron-2,1,0,0,GREEN,1212
test3_28,408.0,chromafenozide-2,1,0,0,GREEN,1213
test3_48,157.0,carbaryl-1,1,0,0,GREEN,1214
test3_39,253.0,chlorantraniliprole-1,1,0,0,GREEN,1215
test3_36,104.0,phosphamidon-2,1,0,0,GREEN,1216
test3_17,79.0,mevinphos-1,2,1,0,GREEN,1217
test3_45,384.0,flufenacet-2,1,0,0,GREEN,1218
test3_8,226.0,orthosulfamuron-2,2,0,1,RED,1219
test3_23,491.0,propiconazole-1,1,0,0,GREEN,1220
test3_51,336.0,mandipropamid-2,1,0,0,GREEN,1221
test3_21,427.0,parathion-1,1,0,0,GREEN,1222
test3_9,196.0,atrazine-2,1,0,0,GREEN,1223
test3_48,381.0,alachlor-1,1,0,0,GREEN,1224
test3_53,356.0,mefenacet-2,1,0,0,GREEN,1225
test3_17,633.0,lactofen-1,1,0,0,GREEN,1226
test3_26,703.0,ivermectin B1a-1,1,0,0,GREEN,1227
test3_34,75.0,thiacloprid-1,1,0,0,GREEN,1228
test3_49,92.0,tricyclazole-2,1,0,0,GREEN,1229
test3_24,178.0,simetryn-2,1,0,0,GREEN,1230
test3_6,185.0,isoprocarb-1,1,0,0,GREEN,1231
test3_41,230.0,iodosulfuron-methyl-sodium-2,1,0,0,GREEN,1232
test3_55,487.0,prochloraz metabolite BTS44595-1,1,0,0,GREEN,1233
test3_27,346.0,sedaxane-2,2,0,1,RED,1234
test3_55,438.0,phoxim-2,1,0,0,GREEN,1235
test3_55,224.0,metalaxyl-2,1,0,0,GREEN,1236
test3_55,488.0,prochloraz metabolite BTS44595-2,1,0,0,GREEN,1237
test3_20,171.0,penoxsulam-1,1,0,0,GREEN,1238
test3_55,471.0,carfentrazone-ethyl-1,1,0,0,GREEN,1239
test3_15,372.0,fluopyram-2,1,0,0,GREEN,1240
test3_47,25.0,thiamethoxam-1,1,0,0,GREEN,1241
test3_20,49.0,vamidothion-1,1,0,0,GREEN,1242
test3_18,204.0,isoproturon-2,1,0,1,YELLOW,1243
test3_6,387.0,napropamide-1,3,0,2,RED,1244
test3_9,609.0,cyflumetofen-1,3,0,3,RED,1245
test3_43,292.0,fenpropimorph-2,1,0,0,GREEN,1246
test3_47,322.0,fluopicolide-2,1,0,0,GREEN,1247
test3_50,419.0,cyprodinil-1,1,0,0,GREEN,1248
test3_14,328.0,isoprothiolane-2,2,1,0,GREEN,1249
test3_28,421.0,fenoxanil-1,1,0,0,GREEN,1250
test3_14,105.0,triflumizole metabolite FM-6-1-1,1,0,0,GREEN,1251
test3_50,10.0,oxamyl oxime-2,1,0,0,GREEN,1252
test3_39,92.0,tricyclazole-2,1,0,0,GREEN,1253
test3_28,578.0,pretilachlor-2,1,0,0,GREEN,1254
test3_19,487.0,prochloraz metabolite BTS44595-1,1,0,0,GREEN,1255
test3_15,24.0,flonicamid-2,2,1,1,YELLOW,1256
test3_20,443.0,kresoxim-methyl-1,1,0,0,GREEN,1257
test3_50,138.0,simazine-2,1,0,0,GREEN,1258
test3_6,119.0,thiophanate-methyl-1,1,0,0,GREEN,1259
test3_25,545.0,EPN-1,1,0,0,GREEN,1260
test3_27,668.0,flufenoxuron-2,1,0,0,GREEN,1261
test3_27,81.0,pirimicarb-desmethyl-1,1,0,0,GREEN,1262
test3_34,208.0,metazachlor-2,1,0,0,GREEN,1263
test3_21,179.0,disulfoton sulfoxide-1,1,0,0,GREEN,1264
test3_11,357.0,isazofos-1,1,0,0,GREEN,1265
test3_34,142.0,pirimicarb-desmethyl-formamido-2,1,0,0,GREEN,1266
test3_20,191.0,phorate sulfone-1,2,0,1,RED,1267
test3_10,169.0,cyantraniliprole-1,1,0,0,GREEN,1268
test3_50,333.0,myclobutanil-1,1,0,0,GREEN,1269
test3_8,644.0,ethion-2,3,0,2,RED,1270
test3_35,590.0,spinosad D-2,1,0,0,GREEN,1271
test3_6,284.0,terbufos sulfoxide-2,3,0,3,RED,1272
test3_41,376.0,iprovalicarb-2,1,0,0,GREEN,1273
test3_47,416.0,fenbuconazole-2,1,0,0,GREEN,1274
test3_54,664.0,flumetralin-2,1,0,0,GREEN,1275
test3_50,303.0,pyrisoxazole-1,2,0,1,RED,1276
test3_5,447.0,silthiofam-1,2,0,2,RED,1277
test3_31,671.0,fenpropathrin-1,2,1,0,GREEN,1278
test3_27,576.0,butachlor-2,1,0,0,GREEN,1279
test3_46,387.0,napropamide-1,1,0,0,GREEN,1280
test3_19,514.0,pirimiphos-methyl-2,1,0,0,GREEN,1281
test3_12,516.0,oxadiargyl-2,6,4,1,RED,1282
test3_25,492.0,propiconazole-2,1,0,0,GREEN,1283
test3_20,494.0,edifenphos-2,1,0,0,GREEN,1284
test3_33,495.0,phorate-1,1,0,0,GREEN,1285
test3_15,71.0,Chloridazon-1,1,0,0,GREEN,1286
test3_40,236.0,methidathion-2,1,0,0,GREEN,1287
test3_24,702.0,pyridalyl-2,1,0,0,GREEN,1288
test3_33,529.0,pyraclostrobin-1,1,0,0,GREEN,1289
test3_3,631.0,tolfenpyrad-1,1,0,0,GREEN,1290
test3_17,49.0,vamidothion-1,1,0,0,GREEN,1291
test3_32,176.0,chlortoluron-2,1,0,0,GREEN,1292
test3_15,149.0,amidosulfuron-1,1,0,0,GREEN,1293
test3_4,194.0,flutriafol-2,3,0,2,RED,1294
test3_25,695.0,etofenprox-1,3,0,2,RED,1295
test3_4,59.0,trichlorfon-1,3,0,2,RED,1296
test3_34,408.0,chromafenozide-2,1,0,0,GREEN,1297
test3_29,401.0,cyazofamid-1,1,0,0,GREEN,1298
test3_33,378.0,fenarimol-2,1,0,0,GREEN,1299
test3_17,187.0,disulfoton sulfone-1,1,0,0,GREEN,1300
test3_32,90.0,fensulfothion oxon sulfone-2,1,0,0,GREEN,1301
test3_24,19.0,oxydemeton-methyl-1,1,0,0,GREEN,1302
test3_30,464.0,tebufenozide-2,2,0,1,RED,1303
test3_9,290.0,fenamidone-2,1,0,0,GREEN,1304
test3_23,577.0,pretilachlor-1,1,0,0,GREEN,1305
test3_29,231.0,clethodim sulfone-1,1,0,0,GREEN,1306
test3_15,541.0,pyraoxystrobin-1,1,0,0,GREEN,1307
test3_40,193.0,flutriafol-1,1,0,0,GREEN,1308
test3_40,505.0,metconazole-1,2,0,1,RED,1309
test3_47,441.0,chlorbenzuron-1,1,0,0,GREEN,1310
test3_51,676.0,Proquinazid-2,1,0,0,GREEN,1311
test3_48,571.0,clethodim-1,1,0,1,YELLOW,1312
test3_32,251.0,ametryn-1,1,0,0,GREEN,1313
test3_39,148.0,malaoxon-2,1,0,0,GREEN,1314
test3_49,274.0,bensulfuron-methyl-2,1,0,0,GREEN,1315
test3_18,74.0,demeton-S-sulfone-2,1,0,0,GREEN,1316
test3_42,268.0,albendazole-2,1,0,0,GREEN,1317
test3_47,77.0,cymoxanil-1,1,0,0,GREEN,1318
test3_55,391.0,cyclosulfamuron-1,1,0,0,GREEN,1319
test3_51,561.0,cycloxydim-1,1,0,0,GREEN,1320
test3_8,98.0,phosmet oxon-2,2,0,1,RED,1321
